data_id,country,level,nation_code,crop,qualifier,crop_name_in_original_data,plant_start,plant_start_date,plant_end,plant_end_date,plant_median,plant_range,harvest_start,harvest_start_date,harvest_end,harvest_end_date,harvest_median,harvest_range,full_crop_name,location_code,tot_days,lat_avg,lon_avg,harvested_area,tmin_day_avg,temp_average,precip_average,temp_min,precip_min,temp_max,precip_max,temp_min_month,precip_min_month,temp_max_month,precip_max_month,temp_at_planting,precip_at_planting,sunfrac_at_planting,daylength_at_planting,dsw_at_planting,precip_over_pet_min,precip_over_pet_min_day,precip_over_pet_max,precip_over_pet_max_day,precip_over_pet_at_planting,apr_to_sept_temp_anomaly,apr_to_sept_precip_frac,gdd_base_0_between_plant_and_harvest,gdd_base_4_between_plant_and_harvest,gdd_base_5_between_plant_and_harvest,gdd_base_8_between_plant_and_harvest,gdd_base_10_between_plant_and_harvest,gdd_base_0,gdd_base_4,gdd_base_5,gdd_base_8,gdd_base_10,gdd_base_0_from_plant_until_cold,gdd_base_4_from_plant_until_cold,gdd_base_5_from_plant_until_cold,gdd_base_8_from_plant_until_cold,gdd_base_10_from_plant_until_cold,ndays_growing_season_below_0,ndays_growing_season_below_5,ndays_growing_season_below_10,ndays_growing_season_below_12,ndays_growing_season_below_15,ndays_growing_season_below_17,ndays_below_0,ndays_below_5,ndays_below_10,ndays_below_12,ndays_below_15,ndays_below_17,lgp,lgp_t,lgp_p,lgp_tmin5_tmax100,lgp_t_tmin5_tmax100,lgp_p_tmin5_tmax100,temp_growing_season,precip_growing_season,ndays_since_snowfrac_0_5,ndays_since_snowfrac_0_1,ndays_since_snowfrac_0_05,ndays_since_snowfrac_0,climate_category,misclassified,climate_category_string
31,Armenia,N,61,Wheat,Winter,Winter Wheat,213,8/1,304,10/31,258.5,92,121,5/1,212,7/31,166.5,92,Wheat.Winter,61,273,40.1867265584074,44.8964206609181,1154.0220465144,-27.3802959561066,7.43351244947371,43.1510452110322,-7.12734450959755,24.1789842525531,20.7306239908455,83.7874568597963,1,1,7,5,15.7768077215849,29.7413826157747,0.739202386964268,13.3655804164908,219.925000188701,0.209581020790451,227,1.59566079335967,363,0.251052089770711,8.04741722479726,1.24072595565436,1442.25539835162,843.051686779527,716.194337614824,390.806601214735,225.754946737049,3192.01124226271,2224.79891905718,2005.94795609633,1404.56461998447,1055.54158914613,567.715018272132,311.652770708609,259.820968407625,133.612402632187,73.580608131108,104,151,202,223,259,273,105,151,202,224,259,285,98,223,240,89,214,240,3.61629067587844,43.5111180607757,152,122,113,71,1,TRUE,1X
45,Belarus,N,16,Rye,Winter,Winter Rye,227,8/15,263,9/20,245,37,187,7/6,227,8/15,207,41,Rye.Winter,16,327,53.6154615581711,27.9971183369228,7205.73422514974,-30.0483976542035,6.10698751788047,51.9808246857754,-7.06084634184459,30.3649359928391,17.6155809924793,82.0113579649181,1,2,7,7,14.1927075522398,62.1173855125468,0.468026899712276,14.8534265182822,161.505354672585,0.477068999065207,135,14.2439170339153,354,0.756255312699213,7.71142298435473,1.22120866223143,2132.45484569732,1373.99142665176,1207.78755223639,765.80011584807,521.153262564472,2754.09791081801,1843.63449177245,1639.43061735707,1083.44318096876,762.79632768516,582.090314446394,306.764625483736,251.391654741437,117.466724525442,55.6514332384906,118,165,215,236,272,301,118,165,215,236,277,325,132,150,347,181,199,347,4.98212320575053,50.003372619857,161,146,136,122,1,TRUE,1X
175,North Korea,N,52,Wheat,Winter,Wheat,274,10/1,314,11/10,294,41,152,6/1,181,6/30,166.5,30,Wheat.Winter,52,237.5,40.4917152651149,128.058102002256,221.416882978069,-28.7845663758849,5.6182822098725,82.1112449988782,-11.1200597633124,17.8841628607834,20.2078393175771,228.947155785191,1,1,8,8,6.4544526926077,45.294781590482,0.578386450541435,11.8276532673029,136.037686922392,0.579253264302163,128,1.85872993352441,227,0.846596982173582,9.2086677115565,1.64471453956854,880.955650647752,502.216905311201,426.361907561762,241.701671229818,146.083633312376,2946.74729589151,2060.00855055496,1857.15355280552,1295.94902622586,967.32465205174,77.8256791493866,11.2505325263008,3.9267258990976,0,0,128,166,195,206,228,238,128,166,210,230,267,293,207,207,365,199,199,365,0.0450818216795916,42.4626821402519,218,197,194,-185,1,TRUE,1X
176,North Korea,N,52,Barley,Winter,Barley,305,11/1,334,11/30,319.5,30,162,6/11,202,7/21,182,41,Barley.Winter,52,227.5,40.4900975283926,128.052657012239,151.911908413576,-28.7766276479708,5.62729015360604,82.1640738026998,-11.1084222482225,17.8895217055807,20.2153098676558,229.177089338537,1,1,8,8,-0.353048027081921,37.1671834385198,0.547451765445521,10.8986354778732,100.199761026626,0.579197609723258,128,1.86009087066494,227,1.30927676175699,9.20674140985058,1.64474320848778,1071.0993095503,696.818575675247,612.746898337553,385.37850187732,258.716467016046,2948.57570621067,2061.5444520918,1858.62697899401,1297.2204092125,968.447170196234,0,0,0,0,0,127,146,170,180,202,218,128,166,210,229,267,293,154,154,365,199,199,365,0.888533538536848,49.7209816186065,243,-143,-147,-160,1,TRUE,1X
218,Estonia,N,12,Wheat,Winter,Winter Wheat,234,8/22,284,10/11,259,51,192,7/11,234,8/22,213,43,Wheat.Winter,12,319,58.6267181586597,25.8090836448893,652.436683386532,-32.9844607541585,4.94695632654144,52.4421644386658,-6.6632135550724,28.8035395657658,16.4711938267295,79.5386694382434,1,2,7,8,10.8320208130266,72.0593749785992,0.355277024434471,14.1259326626609,108.419260590193,0.400431505944436,160,74.7637693858985,355,1.50428796687179,6.99146558143508,1.11913520054572,1732.80318326395,1052.44807229061,908.569269753859,540.217840286623,349.564658837853,2376.87597821122,1512.52086723787,1322.64206470112,816.290635233887,533.637453785117,358.168100517611,145.878624582796,106.998704493297,25.3371288419789,2.1817671984277,127,180,235,253,278,319,127,180,235,261,306,365,129,195,299,119,185,299,3.70814863996373,49.1525904877334,170,148,141,136,1,TRUE,1X
239,Georgia,N,50,Wheat,Winter,Winter Wheat,227,8/15,304,10/31,265.5,78,182,7/1,227,8/15,204.5,46,Wheat.Winter,50,304,41.9034359425944,43.8635445034421,1211.78690386198,-18.5841224485651,9.96721700331026,80.423987321697,-1.82428959319466,61.6175423239296,21.0324104030642,116.18540038201,1,2,7,6,15.4834532988952,78.4820882048678,0.578883514418083,13.0830259467833,176.153139087743,0.536055987074002,197,4.28001067415654,351,0.837051412300938,6.80874388339591,1.12187729234806,2544.56495084923,1671.90447621893,1484.48347766558,986.842989151354,708.31819803386,3716.99477952136,2600.39294145364,2351.95716741344,1671.27304644024,1270.783714442,665.912978844348,358.844890288163,297.491018159956,148.929207863179,78.8546180090242,56,122,176,201,238,258,57,122,175,200,238,266,254,254,365,243,243,365,8.1758912927197,80.3616894087323,154,78,-319,-365,1,TRUE,1X
322,Japan,N,45,Wheat,Winter,Wheat,263,9/20,334,11/30,298.5,72,152,6/1,202,7/21,177,51,Wheat.Winter,45,243.5,39.574569447558,139.588486124156,1910.1877540317,-20.5358983483359,8.75608429893222,116.362304845127,-3.58398740291809,63.263951610264,21.6180670359855,174.703053856628,1,2,8,7,9.51092982669358,108.647391423672,0.444024650299895,11.6778919122949,116.113901223131,1.07014087267834,135,3.33211028313223,1,2.13512246554571,6.9578949189372,1.30440721981117,1268.9840570369,725.038666180731,614.627897160097,343.780496395951,216.029898049516,3417.79883572402,2389.86871533906,2158.47033871962,1524.6099613908,1155.44770857098,232.95546792523,76.8001567170155,51.2451619322566,5.7302937583511,0,86,139,189,201,225,240,86,139,191,213,252,278,236,236,365,226,226,365,4.38549804280956,95.1551133341415,197,169,160,140,1,TRUE,1X
343,Kyrgyzstan,N,51,Wheat,Winter,Winter Wheat,229,8/17,284,10/11,256.5,56,152,6/1,229,8/17,190.5,78,Wheat.Winter,51,299,41.5132071661724,74.1037236675833,4969.11459391212,-36.1336681546799,3.00811733483261,37.5517357346278,-12.7867504015921,16.8565928804581,16.4373612988954,63.8687989468224,1,9,7,5,10.9611809110297,17.2821434537395,0.736514304086975,13.4956772673483,219.222338398242,0.165509499047628,258,2.66675388968495,357,0.166217143514412,8.83815827726445,1.08205938234715,1273.91263131598,720.838738877009,602.288497173067,308.208122270842,170.36050498199,2250.57559052107,1433.54743689835,1248.9801980139,756.893010712841,487.054620981516,275.838951979896,113.775330276574,83.7783296269602,21.2656666590295,2.47064418077001,145,184,242,262,289,299,145,185,242,268,315,365,44,188,221,37,181,221,0.486756281689783,39.9756108138099,85,-365,-365,-365,1,TRUE,1X
349,Latvia,N,13,Wheat,Winter,Winter Wheat,232,8/20,282,10/9,257,51,191,7/10,232,8/20,211.5,42,Wheat.Winter,13,319.5,56.7747171986231,24.7874075035017,1574.80537648876,-32.0597747914835,5.68474753748006,54.0337878321763,-5.76400857552843,28.0645440451201,16.5875595022447,77.628160198565,1,2,7,7,11.8067860528139,70.5547507573924,0.406287489144105,14.170199250375,123.50937411314,0.438916367316816,151,33.3741212388615,354,1.24071284379592,6.86479282396971,1.14188744925637,1871.89051665592,1149.82910534255,995.852510761777,597.437005369835,386.892149140504,2531.01068962102,1628.94927830764,1429.97268372688,896.557178334934,596.012322105604,426.839966933198,190.28860790036,145.617204461236,46.053820126472,10.4588474071862,117,171,226,249,274,320,117,171,226,250,297,365,150,204,311,139,193,311,4.48820782837233,51.2788931952682,171,150,139,134,1,TRUE,1X
350,Latvia,N,13,Rye,Winter,Winter Rye,227,8/15,264,9/21,245.5,38,166,6/15,227,8/15,196.5,62,Rye.Winter,13,316,56.7747171987179,24.7874075004049,520.74528839477,-32.0597747849162,5.68474753817275,54.0337878342372,-5.7640085726851,28.0645440450682,16.5875595017692,77.6281602059274,1,2,7,7,13.4218936711806,72.9416691299668,0.440398866550308,15.126325111257101,148.59005609495,0.438916367252445,151,33.3741212388236,354,0.999667563333899,6.86479282276743,1.1418874491843,1762.29322900399,1056.26998375475,906.247075030688,519.85279699264,317.345856902178,2531.010689619,1628.94927826526,1429.97268367917,896.557178279102,596.012322047983,571.912123273082,289.373143582502,233.173514527908,99.1078827957392,40.545257703227,117,172,226,251,285,316,117,171,226,250,297,365,90,139,311,139,193,311,4.1982844946291,50.742865444343,159,139,127,122,1,TRUE,1X
366,Lithuania,N,15,Wheat,Winter,Winter Wheat,233,8/21,283,10/10,258,51,192,7/11,233,8/21,212.5,42,Wheat.Winter,15,319.5,55.4518324094741,23.6716076593573,3541.30736797096,-29.4951366329311,6.1716283924472,54.6201947095791,-5.45110812851152,28.2932488772069,16.8131878984615,80.0277838236069,1,2,7,7,12.0931129861535,65.0581538070217,0.406775540458079,14.0064992746784,125.407680252926,0.473646646528416,136,22.3627277609371,354,1.1097827348933,6.89880796986846,1.16288095173914,1984.1522191913,1237.64187695105,1077.4652955118,659.961977805992,436.442926943915,2655.25899561991,1728.74865337966,1523.57207194041,971.0687542346,657.549703372522,442.681235090196,200.918494743538,155.125394018043,52.0519241225256,13.6158653163288,111,165,219,241,269,320,111,165,219,241,290,365,177,210,332,167,200,332,5.00529478748025,52.2300851604741,183,155,149,135,1,TRUE,1X
367,Lithuania,N,15,Rye,Winter,Winter Rye,228,8/16,263,9/20,245.5,36,188,7/7,228,8/16,208,41,Rye.Winter,15,327.5,55.3636167181816,23.8313804054828,1212.69014833204,-29.3640778622434,6.14980768029916,55.262979547634004,-5.51416616461042,29.1279818009838,16.8073069591444,79.539500883431,1,2,7,7,13.8058364206757,70.7449438110827,0.445428233146193,14.9806956607687,152.787429260613,0.476660066573095,136,22.4888005966885,353,0.926557255302908,6.90752552816779,1.15774258188169,2067.90652274712,1290.3413560779,1122.35862069292,681.635989794762,442.480130006794,2651.31913851891,1725.73017746403,1520.80335619022,969.038768841293,655.893470443558,603.047060349661,311.761341972192,253.568533705239,113.416769006574,50.1990368354665,111,166,220,242,281,328,111,165,219,242,290,365,115,145,335,169,199,335,5.1264348364054,53.1307983487861,170,143,137,122,1,TRUE,1X
370,Macedonia,N,57,Wheat,Winter,Wheat,289,10/16,349,12/15,319,61,152,6/1,212,7/31,182,61,Wheat.Winter,57,228,41.6822719908885,21.7373783692159,1110.06851843432,-24.8442458828207,10.160315691488,53.7901689557336,-0.715236455048606,40.4069034631679,19.9560129273175,72.5750981211156,1,8,7,11,5.74179588002897,72.5750981211156,0.389841863474762,10.8395013104757,81.6944528054322,0.264151321639173,214,3.6928299587736,350,2.44376452335807,6.14824395758295,0.953543154991948,1596.07052568699,954.77659168147,834.121045513395,537.715489182729,375.001617690053,3732.90296292436,2543.60902891884,2285.95348275076,1592.65194328586,1192.04563584421,114.655084128439,9.95224383080035,1.80660112545098,0,0,22,115,153,166,188,206,22,115,177,201,240,271,139,265,239,124,250,239,6.96591105522692,56.7062850387886,254,-146,-152,-160,1,TRUE,1X
414,Moldova,N,35,Wheat,Winter,Winter wheat,233,8/21,283,10/10,258,51,192,7/11,233,8/21,212.5,42,Wheat.Winter,35,319.5,47.1572760541488,28.4854506729697,3711.31414257788,-27.6700992336764,9.83155766681938,42.9928568746998,-3.23911080017937,25.686922477621,21.1940791625273,71.294818705187,1,10,7,6,16.6076633091502,43.6142045018872,0.582543994933699,13.6136745539254,174.668155389624,0.337812132008277,227,3.83205392702664,355,0.462175625984658,7.62177048904655,1.24454882432869,2871.43852594298,1980.1320761961,1785.88309985459,1259.34953655005,954.712698746038,3743.83437812209,2672.52792837521,2433.2789520337,1771.74538872916,1377.10855092515,709.562304116031,400.812112079711,339.292293021046,185.989845157952,109.416985714843,72,130,177,197,228,249,72,130,177,197,228,252,68,244,189,58,234,189,8.55385847267703,42.3716750075336,195,170,170,138,1,TRUE,1X
539,South Korea,N,64,Wheat,Winter,Wheat,274,10/1,314,11/10,294,41,152,6/1,181,6/30,166.5,30,Wheat.Winter,64,237.5,35.9977442216781,127.53788708602,16.6442624813501,-19.0065780539841,12.1207600290319,108.975622620148,-1.69905708584572,27.1768464000542,25.2778721655001,276.267460813801,1,12,8,7,12.9141082162876,56.3020137021295,0.594490586506123,11.9486615976147,153.563277475473,0.696682059769634,289,1.84662736008416,197,0.747661627763657,7.72830397340211,1.59789787891268,1745.78110086033,1092.66007588028,957.56814895463,612.763103917705,429.838617288056,4484.96332894314,3323.84230396309,3061.75037703743,2335.94533200051,1899.02084537086,386.539374491197,178.890886926482,140.200188551642,53.5627625893159,18.8368211287577,45,109,156,175,197,209,45,109,156,175,207,229,268,268,365,257,257,365,7.17390746592756,66.6016299795458,365,235,227,199,1,TRUE,1X
540,South Korea,N,64,Barley,Winter,Barley,305,11/1,334,11/30,319.5,30,162,6/11,202,7/21,182,41,Barley.Winter,64,227.5,35.9969776689079,127.536135683707,788.547177746616,-19.0076064705281,12.1211738051962,108.976525488763,-1.69953030191354,27.1577579119119,25.2793871305992,276.313288145589,1,12,8,7,7.1775197206121,50.4170785092655,0.548269929593652,11.1632524143115,116.82859944936,0.69645395787256,289,1.84692851190253,197,1.09071922260928,7.72876364981116,1.59804615724245,1830.92648365161,1217.80865713125,1092.72714136332,776.354590726457,597.172880599117,4485.13255165576,3324.02156121161,3061.92955173668,2336.12165766092,1899.19254028346,130.522439921307,24.8510871226918,11.6687456874389,0,0,45,108,143,153,171,183,45,109,156,175,207,229,209,209,365,257,257,365,7.8619787334465,77.2546004247938,365,260,252,-142,1,TRUE,1X
566,Tajikistan,N,62,Wheat,Winter,Winter Wheat,227,8/15,318,11/14,272.5,92,152,6/1,227,8/15,189.5,76,Wheat.Winter,62,282,38.7293177833563,69.4911926744291,3410.18141408725,-26.7427842567915,9.88942225149033,52.2641083747807,-3.70841445331493,3.89581989473199,22.4684576358965,109.851455335035,1,8,7,3,13.4483526196377,20.6696258841729,0.704619004335803,12.7400286627805,194.630490173744,0.0228006309478295,228,3.29053724116403,5,0.210923447469471,7.68959495713665,0.707024552224831,2169.01063897828,1419.34288381369,1259.92988281856,840.269478052048,609.053662214047,3783.1783520149,2701.52165303109,2459.08806625902,1790.40822396831,1393.19978272804,477.323604013207,230.128702703008,183.855101095904,76.3948602538095,30.5713683502698,72,127,176,199,227,240,72,128,176,198,235,259,99,247,217,90,238,217,7.15163265513325,65.2256710403313,123,-365,-365,-365,1,TRUE,1X
601,Turkey,N,59,Barley,Winter,Barley,253,9/10,355,12/21,304,103,132,5/12,202,7/21,167,71,Barley.Winter,59,228,38.9002639195214,34.7327411255198,34781.2844687561,-21.6038828983806,11.1718225027819,42.5821464483137,-0.324086284536507,10.9374995032694,22.1307262093672,68.1929725150198,1,8,7,12,9.77719879288218,43.3860277499596,0.597264932335053,11.4994349787581,129.898315722929,0.0593671495988781,227,2.84436240662637,355,0.773217606431014,6.5009201505768,0.721885121477966,1552.2917028939,878.1553535961,750.069185724813,441.703399164003,293.702323103307,4098.24967978922,2876.11333049142,2611.02716262014,1891.66137605932,1469.78984306473,291.944135239483,93.3347339360463,62.8805110913885,8.44617382709918,0,10,107,164,178,198,213,10,107,165,190,226,252,19,199,185,78,258,185,6.80110938193141,55.1801133889278,242,197,179,-249,1,TRUE,1X
684,Bulgaria,N,47,Wheat,Winter,Winter Wheat,242,8/30,306,11/2,274,65,164,6/13,224,8/12,194,61,Wheat.Winter,47,285,43.0739692826631,25.873213266636,11178.6076962824,-23.0291395790144,11.1701165769409,49.772197142794,-0.815788764544215,38.135212265172,21.5849745893555,68.5376556034034,1,9,7,6,14.8279049373375,40.4614221771041,0.558318046721952,12.6897984304195,155.963188871018,0.26833015521298,227,3.54252361237612,350,0.503271969904439,6.59979454415991,1.05051451502257,2534.35020631432,1641.6531274854501,1455.43506418279,969.12226807433,701.972493892444,4103.8632260472295,2891.16614721836,2624.94808391569,1898.63528780723,1471.48551362535,652.294058186471,343.286290654731,282.863075145362,136.04676808699,67.5917450009255,20,105,163,187,221,236,20,105,163,187,222,248,129,273,221,116,260,221,8.8633247100649,51.9275821394073,230,193,178,155,1,TRUE,1X
694,China (North China Plain),S,22,Wheat,Winter,Winter wheat,242,8/30,302,10/29,272,61,136,5/16,178,6/27,157,43,Wheat.Winter,-1,250,34.8297720892433,115.913496026169,167115.031718807,-16.9371956431551,14.0554634765709,64.6579701727613,-0.174752989385223,12.8387617409552,26.9114062874779,189.07801465589301,1,12,7,7,18.560037446122,63.9882978242272,0.530866177442769,12.7449725381496,177.153146891416,0.398922634516502,350,1.1374499574704,197,0.620622532196873,8.1950840728659209,1.59798737936739,2323.52077841419,1535.76471120653,1372.18955222846,940.681686918279,699.928566287495,5152.99132593347,3905.23525872582,3626.66009974775,2850.15223443756,2379.39911380678,828.967351372797,501.176453776796,435.819475243654,268.307514094705,179.827213823721,5,91,138,156,182,204,5,91,138,156,182,204,185,283,185,181,273,185,9.29221724443259,36.4375470637799,365,244,229,162,1,TRUE,1X
711,Germany,N,19,Wheat,Winter,Winter Wheat,272,9/29,308,11/4,290,37,209,7/28,246,9/3,227.5,38,Wheat.Winter,19,302.5,51.3470231407961,10.6366667023807,24815.5844597293,-24.1453244807459,8.51586833380378,58.030032508873,-0.458746139555754,41.9423949162152,17.2491062393922,77.6099140475236,1,2,7,6,9.18918076846732,50.2485673491915,0.321559626509237,11.7268439089541,78.4613104432707,0.597276567421505,189,9.53755754245684,353,1.57002663113079,5.42829247130315,1.14212527731745,2296.33752712752,1412.35415856274,1236.98669087071,792.887338172662,560.105320138208,3128.73868340308,1996.75531483831,1759.38784714627,1129.28849444823,774.595771689883,282.629946002651,80.4355287580945,52.3273442984732,4.21593486607561,0,24,135,195,208,235,267,24,135,200,227,278,329,245,245,365,230,230,365,7.5605765551714,58.0802292399619,239,209,206,-365,1,TRUE,1X
712,Germany,N,19,Barley,Winter,Winter Barley,242,8/30,306,11/2,274,65,151,5/31,211,7/30,181,61,Barley.Winter,19,272,51.1348972517939,10.3953239835905,18803.7538047763,-24.1990732626768,8.47703846968793,58.8321029863778,-0.51231871269013,43.0173465971155,17.2029348293677,78.3144390493327,1,2,7,6,11.5108286559544,53.2373748498248,0.361346752407864,12.736827542965,105.763911100764,0.605483880243287,189,9.53459166309068,353,1.09734394713593,5.42819641030219,1.13819157118722,1653.47282165781,896.726082913522,752.76079645343,402.787725717089,234.803167893805,3115.77684093545,1987.03010219117,1750.06481573108,1121.09174499474,767.107187171451,443.08315118829,179.606191217066,136.106969858988,41.326543446847,7.81628985420146,27,135,201,225,252,272,27,135,201,228,279,336,164,164,365,230,230,365,6.05417641225346,55.5316155902664,223,196,190,-365,1,TRUE,1X
714,Germany,N,19,Rye,Winter,Rye,243,8/31,306,11/2,274.5,64,151,5/31,212,7/31,181.5,62,Rye.Winter,19,272,52.2994823916572,11.6917013649506,7115.7690264586,-24.7103092514604,8.65928330051265,52.6818997951362,-0.464005445682177,37.0293795038092,17.4863818634607,68.6731149442139,1,2,7,6,11.6035555972023,48.2403697355705,0.360838327655863,12.7136527789405,101.742575076948,0.530523569395482,151,10.1701643586828,353,1.04199063489356,5.49592235981078,1.1350799871878,1698.7898784260601,933.236714058066,787.290008727851,431.334945738742,258.981411761963,3181.40653814809,2043.86860836191,1804.87961995704,1169.94248757496,811.5850756301,459.323022355274,187.461562858434,142.132023181699,43.8469851982138,8.88600499940681,23,133,199,222,248,272,23,134,198,225,273,322,166,166,365,232,232,365,6.22563318161466,49.7125244547571,227,196,190,-365,1,TRUE,1X
715,Germany,N,19,Rapeseed,Winter,Rapeseed,212,7/31,276,10/3,244,65,152,6/1,212,7/31,182,61,Rapeseed.Winter,19,303,51.6088647422052,11.1100651026608,9917.6345197122,-24.4368702649097,8.41597231869592,56.1941600729005,-0.62883366007482,40.1782451802487,17.201058028096,74.6368301351977,1,2,7,6,15.2537408604286,62.3180978786363,0.430862642918926,14.7491445041068,161.24702149693,0.576981598028117,185,9.65851101651075,353,0.729890269948239,5.46030212069008,1.14196513538556,2057.79129079883,1186.94539374865,1013.398210635,574.063873722332,345.961053287609,3097.09038262539,1978.24448557521,1742.69730246156,1117.36296554889,765.260145114171,846.234620496879,464.491114376026,390.851543344608,206.11752283098,113.046025432566,32,136,202,229,279,303,32,136,202,229,279,336,164,164,365,229,229,365,6.75798800566759,53.2077229653425,193,163,160,-365,1,TRUE,1X
720,Hungary,N,34,Wheat,Winter,Winter Wheat,242,8/30,306,11/2,274,65,152,6/1,212,7/31,182,61,Wheat.Winter,34,273,47.1142240010039,19.5313364532882,10538.7918758488,-24.5742992992533,10.482153542411,47.9534601733922,-1.83310374455395,31.4674510437275,20.7169588064967,75.9117126942228,1,3,7,6,13.8440059875911,40.304804447001104,0.490561355582615,12.7086565367082,134.132064042519,0.397570994978648,197,4.64551427255912,350,0.607455541008425,6.78953425540733,1.18893869093867,2146.61664408937,1355.68925605567,1190.29835667967,763.841257140118,533.39699627791,3883.26626082742,2724.33887279372,2466.94797341772,1764.49087387817,1350.04661301596,523.741493041344,260.731574233225,210.677944946786,93.79100276641,41.4402288567009,44,114,169,191,221,237,44,114,169,191,228,256,116,264,217,103,251,217,7.71656841197161,45.8756556058931,214,186,178,52,1,TRUE,1X
742,Poland,N,20,Wheat,Winter,Winter Wheat,243,8/31,308,11/4,275.5,66,179,6/28,240,8/28,209.5,62,Wheat.Winter,20,299,52.0449624533833,18.8306808460402,25032.7257869323,-30.2533476027927,7.86470962235916,50.2342619315952,-3.90835622209606,28.0023196139406,18.038213312571,82.6768005085504,1,2,7,7,11.081010190548,46.8988860999018,0.351138338136628,12.6454057072284,99.8124660589334,0.546814697665931,135,8.70049854916634,352,1.04746161914859,6.64844950067218,1.26742352943161,2079.74463052989,1317.5130651898,1155.16055590974,731.583394569954,504.083522824984,3092.65298901542,2066.40740966364,1838.08215103654,1216.50683341805,856.968937429272,355.497940519136,147.962292786019,110.605447253126,30.3433514587759,3.82840897090558,85,142,198,218,242,267,84,142,197,224,270,310,234,234,365,223,223,365,6.274974766155,47.6765692821533,208,184,179,153,1,TRUE,1X
